id,unit,word_number,kanji,kana,romaji,meaning_en,meaning_vi,han_viet
1-1,1,1,,わたし,watashi,I,tôi,Tư
1-2,1,2,,あなた,anata,you,anh/chị/ông/bà/bạn,
1-3,1,3,あの 人（あの 方）,あの ひと（あの かた）,ano hito (ano kata),"that person, he, she (あの かた is the polite equivalent of あの ひと)",,
1-4,1,4,,～さん,~san,"Mr., Ms. (suffix added to a name for expressing politeness)",,
1-5,1,5,,～ちゃん,~chan,(suffix often added to a child's name instead of ～さん),,
1-6,1,6,～人,～じん,~jin,"(suffix meaning 'a national of'; e.g. アメリカじん, an American)",người ~,Nhân
1-7,1,7,先生,せんせい,sensei,"teacher, instructor (not used when referring to one's own job)",thầy/cô,Tiên - Sinh
1-8,1,8,教師,きょうし,kyōshi,"teacher, instructor",giáo viên,Giáo - Sư
1-9,1,9,学生,がくせい,gakusei,student,"học sinh, sinh viên",Học - Sinh
1-10,1,10,会社員,かいしゃいん,kaishain,company employee,nhân viên cty,Hội - Xã - Viên
1-11,1,11,社員,しゃいん,shain,"employee of ～ company (used with a company's name, e.g. IMC の しゃいん)",nhân viên,Xã - Viên
1-12,1,12,銀行員,ぎんこういん,ginkōin,bank employee,nhân viên ngân hàng,Ngân - Hành - Viên
1-13,1,13,医者,いしゃ,isha,[medical] doctor,bác sĩ,Y - Giả
1-14,1,14,研究者,けんきゅうしゃ,kenkyūsha,"researcher, scholar",nhà nghiên cứu,Nghiên - Cứu - Giả
1-15,1,15,大学,だいがく,daigaku,university,đại học,Đại - Học
1-16,1,16,病院,びょういん,byōin,hospital,bệnh viện,Bệnh - Viện
1-17,1,17,,だれ（どなた）,dare (donata),who (どなた is the polite equivalent of だれ),,
1-18,1,18,－歳,－さい,-sai,－ years old,,
1-19,1,19,何歳,なんさい（おいくつ）,nansai (oikutsu),how old (おいくつ is the polite equivalent of なんさい),,
1-20,1,20,,はい,hai,yes,,
1-21,1,21,,いいえ,iie,no,,
1-22,1,22,初めまして。,はじめまして。,hajimemashite.,How do you do? (lit. I am meeting you for the first time. Usually used as the first phrase when introducing oneself.),,
1-23,1,23,～から 来ました。,～から きました。,~kara kimashita.,I'm from ～ (country),tôi đến từ ~,Lại
1-24,1,24,［どうぞ］よろしく［お願いします］。,［どうぞ］よろしく［おねがいします］。,[dōzo] yoroshiku [onegaishimasu].,Pleased to meet you. (lit. Please be nice to me. Usually used at the end of a self-introduction.),,
1-25,1,25,失礼ですが,しつれいですが,shitsureidesuga,"Excuse me, but (used when asking someone for personal information such as their name or address)",xin lỗi...,Thất - Lễ
1-26,1,26,お名前は？,おなまえは？,onamaewa？,May I have your name?,,
1-27,1,27,,こちらは ～さんです。,kochirawa ~sandesu.,This is Mr./Ms. ～.,,
1-28,1,28,,アメリカ,amerika,U.S.A.,,
1-29,1,29,,イギリス,igirisu,U.K.,,
1-30,1,30,,インド,indo,India,,
1-31,1,31,,インドネシア,indoneshia,Indonesia,,
1-32,1,32,韓国,かんこく,kankoku,South Korea,hàn quốc,Hàn - Quốc
1-33,1,33,,タイ,tai,Thailand,,
1-34,1,34,中国,ちゅうごく,chūgoku,China,trung quốc,Trung - Quốc
1-35,1,35,,ドイツ,doitsu,Germany,,
1-36,1,36,日本,にほん,nihon,Japan,nhật bản,Nhật - Bản
1-37,1,37,,ブラジル,burajiru,Brazil,,
1-38,1,38,IMC／パワー電気／ブラジルエアー,IMC／パワーでんき／ブラジルエアー,IMC/pawādenki/burajirueā,fictitious companies,,
1-39,1,39,,AKC,AKC,a fictitious institute,,
1-40,1,40,神戸病院,こうべびょういん,kōbebyōin,a fictitious hospital,,
1-41,1,41,さくら大学／富士大学,さくらだいがく／ふじだいがく,sakuradaigaku/fujidaigaku,fictitious universities,,
1-42,1,42,,わたしたち,watashitachi,we,,
1-43,1,43,皆さん,みなさん,minasan,"ladies and gentlemen, all of you",,
1-44,1,44,～君,～くん,~kun,(suffix often added to a boy's name),,
1-45,1,45,,エンジニア,enjinia,engineer,,
1-46,1,46,電気,でんき,denki,"electricity, light","điện, đèn điện",Điện - Khí
1-47,1,47,,フランス,furansu,France,,
